hotel_name,review_summary,review_p1,review_p2,score
Hotel Hilton London Gatwick Airport,Disappointed ,"Myself and my partner were allocated an Accessible Room (1270) although we didn’t request one and we were not advised at check in.  Normally Accessible Rooms are also perfectly OK for people not requiring an accessible room but I don’t feel that the room we were allocated was fit for anyone!  There is no walk-in shower, just a bathtub with a shower!  The (tatty) bathroom had no ledges or shelves to place toiletries etc.  There was a small table affair on the floor, so low to the ground that I would think even those with mobility issues would find close to useless! The bed was very low to the ground and was simply 2 single beds pushed together with no topper or even mattress protector to make it into an acceptable double bed. The room was not soundproofed in any way either from",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hotel Hilton London Gatwick Airport,Clean and great location,Had a one night stay before an early flight. Reception staff helpful and friendly. Restaurant food and service superb. Clean and comfy room. Situated right next to terminal. Would definitely stay again.,,"<span class=""ui_bubble_rating bubble_50""></span>"
Hotel Hilton London Gatwick Airport,No change.,"Just a quick review to confirm we again popped by for an overnight stay prior to flying out the following morning. The Park, Stay and Fly Package still remains a good deal in my opinion.   No room upgrade, but not complaining, the lower end accomodation sufficed as it always does. I have nothing negative to say....again!   Hilton, thank you for your hospitality.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hilton London Croydon,Christmas party.,"I had a very good time tonight at my work do - I must say, even though the bar was really busy the staff were really nice, I was waiting and one of the members of staff (I think her name was Kayla) smiled and nodded at me just to acknowledge me, that little kindness does go along way, I think they’re all doing a superb job and I will definitely be back with the family! Thank you",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,Very disappointing. Very poor value. ,I’ll keep this brief. Very poor value and badly in need of renovation. Key points: -Suoerior room was old. Dirty stains on carpet. Yucky bathroom.  -On arrival dirty plates and glasses in the corridor which were placed outside rooms from the night before. Not cleared up. Were still there late in the evening. Just dirty.  -Food very poor value. £15 for a basic chicken tikka masala. I could have cooked better using a jar at home.  -Restaurant wasn’t open. It’s a 4 star hotel! Only food available was in the bar.  -£10.50 for a glass of wine sitting in an untidy bar area.  -Staff appeared inexperienced. One swore in conversation to another staff member in front of my wife. Never had that before in a hotel. Bad end of a bad experience. -So bad in so many areas in my view it can only,…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Croydon,"Nice food and room, but rude bar staff","We arrived at 8pm for our evening meal and it was 9:15pm when our food cane out. Asked when our mains would arrive, a female member of bar staff said in a clever and rude manner ""We don't know. We are busy and running a function and other events. So we can't tell you"". I said ""Ok then"". She replied back very rudely ""we're not matesl"" which left me feeling perplexed, shocked and astonished. In all the times I've stayed at a Hilton, I must say this the first time I've felt insulted by a member staff and thought that this was absolutely disgusting and shocking behaviour. I don't think I will be returning to Hilton Croydon if that's the kind of behaviour that the kind of behaviour that occurs.",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Croydon,Hilton hotel- looking tired can't want for the revamp hope it's all over the hotel- in & out!,"Location great, many car park spaces, the spaces for the width of a car are TIGHT! - not great, Can't believe they charge £5 per day for parking they NEVER used to to that :-(. Breakfast choices & quality was very good, staff all over the hotel very nice, friendly very pleasant.",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Croydon,Needs knocking down,"I was looking forward to settling into my room after a long day. The lady on reception was absolutely lovely. When I got to my room I was absolutely disgusted. There were suspicious looking brown stains just outside the toilet, cracks in the furniture, a huge crack at the side of the bath and mould in the bathroom. I could not even take my coat off as I was so grossed out. I headed back down to reception where I asked for a new room. The lady was incredibly sweet and apologetic. While at the reception desk, I overheard the chap next to me also saying the room he had been allocated was horrible and dirty. He was NOT happy!! After getting allocated a new room ( and getting a £20 food voucher in compensation), I was hopeful and positive. Got to the room and it was the same as the",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Euston,Difficult with a wheelchair,"First: great location for Euston station and good double glazing (didn't notice busy road). Second: asked for a wheelchair accessible room and was given one that was fully accessible if you could get up the 3 steps to the room...relocated to a lovely, large room. My main problem was to get into the hotel you had to ring a bell and wait (sometimes a long time) for someone to take you and wheelchair down through the bowels of the hotel to get in...not ideal",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Euston,"Convenient location, some negatives","This hotel is located within easy walking distance of Euston Station and about half a mile walk from Kings Cross station.  Be forewarned if you book a Single room you may be assigned, as I was, a tiny room with a single bed for which although price was good for central London, I was not prepared.  I was told I should have requested a double if I wanted something larger.  The hotel full and I could not get the upgrade I had accepted when offered it on line previously. However for the price including breakfast, it was OK if you can tolerate the small room..  Also be forewarned there is no office or designated guest computer for use if needed as are available in every other Hilton brand hotel I have stayed in.  Staff are courteous but could take a lesson from US Hilton counterparts",…,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,Terrible experience ,I booked the room for my first family trip with our newborn baby. I emailed a few weeks before my stay to confirm that I could have a cot in the room. An email was sent back confirming a cot would be available in the room I booked. When I arrived at the hotel the lady at reception informed me that I could not have a cot in the room as the room was too small. I was given the option of upgrading to a larger for £36 more. I felt  this was a deliberate attempt to up sell me a more expensive room. I declined the offer.  When entering the room there was no complimentary still water available as you would expect for a Hilton hotel. The room itself was located at the front of the hotel facing a busy room. My baby was not able to sleep with the constant busy traffic noise.  The room,…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Euston,Luxury hotel walking distance from Eurostar train,"If you're arriving in London on the Eurostar from Paris, or arriving from any British location at either Kings Cross, St. Pancras or Euston railroad stations, this is a great hotel that is about a 9 minute walk from any of those, so no need to taxis. This is a solid 4 star hotel with spacious rooms, good hotel breakfast and a good location for the British Museum. It's a good 20 minute walk to Soho and the Picadilly/Leicester Square area and not convenient to the theater district, but we found that it was very easy to get a taxi or Uber and very reasonable to do so.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,Noisy air con,Noisy air conditioning (room 225) - dreadful night's sleep. Deeply disappointing. Evening Porter did try to help - we moved rooms (room 92) and the air con bad in that room too! Rooms far too warm....,,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
DoubleTree by Hilton Hotel London - West End,Fantastic Night Team,Arrived late last night after a show and was greeted by the very helpful Alex on the front desk.  I was given a complementary upgrade and a welcome cookie. This was very appreciated. The room was lovely and all staff were very helpful. Thank you 😊,,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,poor stay,"Overall it was a really poor stay: bathroom was not clean, bed was not comfy, no plugs beside the bed, 2 of the plugs that were in the room didn't work, cold water even after running for 5-10 mins. Traveling for work and this was not acceptable and bad value for money.",,"<span class=""ui_bubble_rating bubble_20""></span>"
DoubleTree by Hilton Hotel London - West End,Would never come back!!!,"Stayed here from the 6-7 of February, the first room we were in was small and we could hardly see the tv from the bed among other issues, we then asked to moved and got upgraded to what was meant to be a ‘superior queen’ but there was nothing superior about it. Pretty much the exact same room we was moved from, dust everywhere, small room, bed linen has stains on and the bathroom was anything but clean!  Very disappointed as this is meant to be a Hilton so would expect a much higher standard. Will not be staying again and will advise my family and friends the same.",,"<span class=""ui_bubble_rating bubble_20""></span>"
DoubleTree by Hilton Hotel London - West End,Please stay,"First time to London and stayed at this hotel. Not sure if it’s a London thing or not, but the size of the room was very small compared to what I’m used to. I stayed in a Queen Superior room, so maybe the Premium rooms are better. In saying that, the room still worked, but would have been better with more wardrobe space and some drawers. Service at the hotel was really good, and the staff extremely helpful. Hotel is also ideally located close to Oxford St, British Museum and a 5 min walk to Holborn tube station which gets you around everywhere. ",,"<span class=""ui_bubble_rating bubble_40""></span>"
DoubleTree by Hilton Hotel London - West End,"Convenient location, but they nickel-and-dime you on stuff","I got the impression that this was a semi-detached franchisee rather than a Hilton. The room was a bit shabby - the hinge on the cupboard under the television was broken, the television was listing to one side on its swinging arm, the curtains didn't close over enough to block out all light, the heating control didn't actually increase of decrease the heat, little things like that. In addition, there were four enormous pillows, which sounds great but actually I just need one small one to sleep, and each of the four was too big. The bed was supposed to be a king size but it wasn't - on this occasion it didn't matter because I was alone. The shower was fitted with one of those fine-spray heads that looks like it gives a good shower but actually limits the water - this is clearly a",…,"<span class=""ui_bubble_rating bubble_30""></span>"
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
Hilton London Metropole,Nice hotel,"Based on other reviews, I was a little nervous but no need to be. Excellent hotel, rooms were great and the food was outstanding. I would definitely recommend this hotel to any of my friends. Pool was a little chilly for me.",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Great Stay ,"Great location, clean rooms. Amazing breakfast. Plenty fresh choice. Very friendly reception team specially Frederica who has checked in us. Majid at concierge very welcoming and helpful. Thank you for very nice stay   ",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Ok stay,"I have stayed here for many nights, cheap and very average.   Parking is a plus plus   Renovated rooms are perfect for about £200 a night, pay more at your peril.   Food in restaurant is poor though breakfast is good with over 100 items.   I will stay here again though is average!",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Metropole,Avoid,"Overpriced.  Booked for pool for kids but a very cranky, lazy lifeguard on duty on the morning of 17th of Feb ‘20 insisted on an adult swimming in the pool with 12 & 13 year old boys.  Generally the hotel rooms are shabby.  Junior staff seem overworked and unhappy.  Not what one would expect from a Hilton.  Shower didn’t work properly, not enough towels per person, inadequate basic toiletries.  Extensive buffet but hot food was very poor. Book somewhere else.",,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Metropole,"Hopefully you got a very low rate, otherwise do not stay here","I was staying here on business for first time in London, my company has corporate rates at Hilton properties, and the location was convenient to Paddington train station so I picked this property.  Unwise choice.  The hotel is not aging well, my room was in poor repair, carpet stained, furniture fabric stained and torn, paint peeling in the bathroom, and the A/C did not work properly(very cold day, room was very hot).  The staff, as a balance against the poor property, are for the most part great and very accommodating.  Room service was quick, quality ok.  Maintenance came quickly to address the heating/cooling problem, and the room temperature improved. The breakfast included in my room rate was much lower quality than I have experienced at other European hotels, but was",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hotel Hilton London Gatwick Airport,Maple Parking,"Maple Parking Being a War Disabled Pensioner (and unable to lift heavy cases) with a wife who has to rely on wheelchair assistance at Airports - after a long flight, I was more than a bit worried about being able to get to my car and fill it up with suitcases and bags and all the other rubbish that one obtains when you go on a holiday. But no need to worry, as on arrival at the Parking Lot recommended by the Hilton Hotel , we were immediately greeted by the Trust Pilot (Jamie Kerr) who not only organised our car to be delivered to the Airport, but made sure we were comfortably seated before loading up our car for us Definitely five star treatment and thank you very much Maple Parking and particularly Jamie - you deserve promotion or at the very least, a special Christmas Gift",…,"<span class=""ui_bubble_rating bubble_50""></span>"
Hotel Hilton London Gatwick Airport,Really nice stay,Kind welcome from staff and a very good room.  I enjoyed staying over before catching a flight next day.  Staying here really made the morning relatively stress free.  Executive lounge was a decent touch and breakfast enjoyable.  Hotel could do with some refurbishment in places but overall a really enjoyable stay.,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,A short one night stay,We stayed one night being in transit on route from Copenhagen to Barbados and have chosen the hotel based on the location close to the South Terminal.  We arrived late in the afternoon and had a snack and a drink in the lobby bar which was excellent.  We really enjoyed our stay and can highly recommend this hotel.,,"<span class=""ui_bubble_rating bubble_50""></span>"
Hotel Hilton London Gatwick Airport,Good 1 night stay,"Stayed here in late December prior to a flight and it was good value for money, the room was clean and spacious, although it was very busy so check in took a long time. Would definitely stay here again if the price was right.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,Weekend break,Nice and clean nice staff. Good price Good location close to all attractions  Food was okay but menu choices could be much better. The bar prices were over priced and more staff behind the bar would be nice.,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hotel Hilton London Gatwick Airport,,,,
Hilton London Euston,Not a good sleep,Rooms on the ground floor aren’t the best. Good aesthetics but not on acoustics. You can easily hear the noise  from the corridors. Not too friendly reception. Breakfast was okay. Nothing special. Will I go back? I’ll look elsewhere.,,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,"Great location, tiny rooms",The hotel is conveniently located to trains and the Tube. The rooms are very clean but VERY small. The bar is a great place to hang out with co-workers. Full breakfast had a lot of choice and was of good quality. Room service had good selection and was fast and very tasty.,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,Not great 10 years ago and no better now,"I stayed here many years ago with my family on our first-ever trip to London. While convenient to Euston Station and Kings Cross-St. Pancras, I remember staying in an old, small room with only average facilities. This was around 2010. I just stayed here overnight for business and it was no better. Some observations:  1. The Hilton Honors app indicated I could check into room 111, and it was available and would be ready as of 1 PM. So I did that and when I got to the hotel around 2 PM, they had just checked in someone ahead of me but told me my room still wasn’t ready. No big deal, but odd that the app said something different, and disappointing that the reception desk didn’t seem to really care.   2. When my room was ready, it was small, had a tiny bed, and worse-it faced the",…,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Euston,Take ear plugs! ,"Take some ear plugs if you plan on having a good nights sleep. The windows are terrible in the rooms facing the road. Emergency vehicles up and down road all night, bin lorries early hours of the morning made for a truly terrible night in very poor room for the Hilton. ",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Euston,disappointing hygiene,"this is our 2nd visit in two months and I'm concerned that it's not giving us value for money. the first stay, my meal in the bar/restaurant was inedible and although the manager went to great pains to replace it with a better meal it spoilt our night. My husband and I ended up eating separately, as I had to wait for my replacement , this then made us late for the Theatre so we had to get a cab cost us £26.  this time, the room wasn't cleaned properly, filthy internal bathroom doors and no one had bothered cleaning behind the tap pillar. waited two hours for robes, two hours for housekeeping, then gave up! the breakfast was large on choice and poor on standard. I couldn't even cut through my slice of bacon it was rock solid. I made an appointment to come back and discuss it with",…,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
DoubleTree by Hilton Hotel London - West End,Nice junior suite,"I needed to be in the area of Holborn for an event. Received an upgrade to what appeared to be a newly refurbished junior suite (661). The room (on the top floor) was nicely furnished and had a little extra space. Getting to the room is a mission as there are a myriad of corridors to get you there. I only had breakfast in the hotel, and in my opinion it could be improved. Relatively limited offering and not the greatest quality. That said, at the right price I’d stay here again. ",,"<span class=""ui_bubble_rating bubble_40""></span>"
DoubleTree by Hilton Hotel London - West End,Great hotel,"Mehul at the front desk went above and beyond. Mr.Benjamin, the concierge, had all the answers and was so helpful. Great stay! The hotel is conveniently located. Would come back again. Thank you DoubleTree!",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Tremendous ,"Stayed here for one night at the weekend in early January.  Reception area is fine but felt like it could do with a little modernising. Same for the breakfast area downstairs which was a little gloomy. That said breakfast was very good, and service friendly.  Best thing about the hotel was the room. We were upgraded to a suite, generously sized and very modern finish, with clever use of design.   Nespresso machine and complimentary mini bar was great. Two small bottles of wine, soft drinks and snacks all free!  If I had one other small complaint is the length of time it takes to get to the room from reception but I think it was due to a lift issue to the 6th floor. Great hotel but definitely recommend the suite.  Location is very good. ",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Great staff,"Great staff. The hotel is in a nice area. Very easy walk from the Holburn underground station. Easy walk to the British musuem. I was next to the elevator, so the noise kept me up at night. The room was small but comfortable. ",,"<span class=""ui_bubble_rating bubble_40""></span>"
DoubleTree by Hilton Hotel London - West End,London Doubletree Stay,Comfortable hotel in London City Center that is attractively priced with good room service -  Could use bigger bathrooms that can accommodate tall people 😇 - Otherwise a  good stay with a very attractive location ,,"<span class=""ui_bubble_rating bubble_30""></span>"
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
Hilton London Croydon,Great Place to stay,"This is a little off the beaten track for London highlights but if you want a clean comfortable hotel and do not mind a journey to the big attractions of London this is your place to stay. Just one word of warning we know from family who we visit in this area, that you should ask about football bookings as they often let whole floors to sides visiting Crystal Pallice. This could change the whole Experiance while they are there. ",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,Work trip,"Stayed at this hotel for a month, staff at breakfast and bar are great. Omar is a good chat at breakfast and took care of our group most days, 5 out of 5 for him!  However like a say I was staying at this hotel for a month and one weekend Manchester City arrived. Which I was aware was going to happen as Omar had told us a breakfast every day for 2 weeks before hand.   Man City of course needed the full top floor for security reasons, however for the hotel to grant them this while I was out at work they entered my room and moved all of my clothes to another room on another floor without even letting me know just went straight in and touched my personal belongs done this to another 3 work mates as well. Got a free weekend out of this however all the hotel had to do was call me or",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,Work visit to Croydon with team of 20,"Absolutely first class service from staff - always a pleasure when our team members feel welcome at a hotel. We travel all over England, and stay at various hotels, and not all are good experiences.... The staff here were simply marvellous - truly helpful and welcoming. Special mentions for Rachel (English Grad. on Reception on arrival - really a pleasure to meet you and talk literature at check-in after a very long journey - cheered my mood!), and to Omar, Lauren, Laura, Chantelle and Zivile. Hilton Hotels should be proud to have you all - great ambassadors for this hotel group - all very professional staff, whose smiles made our stay! 5 Stars!",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Croydon,Family wedding 💒 very good standards!,A very good hotel where Rachel and the manager were very welcoming they helped us in every way to have a pleasant stay. Room size was clean and spacious and house keeping was very efficient whenever we requested something it came within 5 minutes. As we explained we were here for a wedding at another hotel we were allowed a late checkout. Nonetheless at the Larder restaurant where we had breakfast all staff were friendly and helpful and there was enough variety of food to start of your day. Definitely would recommend!,,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Croydon,Shockingly poor experience ,"We travelled from Southport  for  a 2 night stay due to our friends wedding reception being held in the hotel. We turned up on Saturday for 3pm check in absolutely exhausted to then have to wait 2hrs 30 mins for the room and was only offered 1 drink. This was due to the whole 3rd floor being booked out to Man City who only checked out just before all the wedding guests started arriving. Surely they should of sorted this out earlier. On the night of the wedding ( Sunday) the bar had not been stocked appropriately and they had no shots. No sambucca, tequila etc.... ran out of some draft beers and there were not enough staff to serve at the bar . We had a meal the night before the wedding that the Manager did not charge us for but this in no way made up for the stress they caused",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Croydon,,,,
Hilton London Metropole,lost in translation and the eggs,"rooms are clean, generally very quite. breakfast, OMG the eggs situation is disgusting. the fried eggs were dry and looked plastic, scrambled eggs were watery.....gross. TV channel selection is diabolical! gym is very small and massively dated and change rooms dirty, prefer to shower in my room. urgh. the pool water was murky, dirty to say the least, looked like plankton in the sea. hehehe sauna was functional but very dated and looks like on its last legs. shower in my room was pretty decent until i showered and water wouldn't drain quickly enough so reduced to a trickle for a shower. phoned to advise them of the issue, they offered to send someone to fix it, I said no as I had already showered and wanted privacy. they can fix in their own time.  so what next - - - -  at",…,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Metropole,Excellent service,"Spent a few nights with my best friend at this Hilton and the experience was marvellous. Huge room and nice views. Thanks to Eliona who checks us in. She was very welcoming and kind with us.   Special mention to Hemantha and Elena from Fiamma restaurant. Their service was totally outstanding. They both were very proffesional, friendly and attentive. 5stars service.  We will definitely be back",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Tired and Dirty,"Stayed one night for my company’s business conference. Check in/out was good, and staff were friendly and helpful, but this is a very tired hotel. My room on the 9th floor, was drab and not sure it was cleaned properly - empty shampoo bottle in shower, and not sure toilet had been properly cleaned. Shower was functionally ok, but bathroom has definitely seen better times. Overall, one of the worst business class hotel rooms I’ve stayed in for over a decade ",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Metropole,Lovely stay!!,"I have been many times in this hotel and always I have felt like home.  This was a special ocasion for me and my best friend as we were meeting in London after more than 3 years! Eliona from the front desk was amazing, very profesional and kind with us.  You are a star!! We will come back for sure :) ",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,Amazing Hotel Overall,I was here yesterday for my anniversary and they really did well with a bottle of alcohol a card and some food for the room. This was all complementary from Hilton which was a very nice touch from them! The hotel is less then 2 mins from the tube station as well so close! The staff were just great and helpful. Also the bar is a very nice area too! Overall couldn't recommend it anymore to anyone.  Thank you guest relations team!,,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Metropole,,,,
Hilton London Euston,The McDonalds of Hotels,"This was the most generic, nondescript, unsatisfying hotel experience I can imagine. It was like eating a McDonalds cheeseburger. Room was tiny, no desk, and the location was central but dull. Staff was very friendly, though. ",,"<span class=""ui_bubble_rating bubble_20""></span>"
Hilton London Euston,Convenient and comfortable,"Very nice hotel, perfectly located between two major underground lines. Made travel into the city easy.  Convenient to several museums but not a crowded area. Although the room is small (like any London hotel) the high ceilings make it feel airy and quite comfortable.",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Euston,Well worth it,"Sometimes paying more is much better. For location it made perfect sense (near to Euston train station) and the service attention was excellent, as was the food and the very comfortable bed. Very helpful people work here",,"<span class=""ui_bubble_rating bubble_50""></span>"
Hilton London Euston,Great location,"The best thing about this hotel is five minutes walk from Euston train station. We stopped here for two nights and traveled round London visiting various tourist hotspots.  The room was small and the bathroom was tiny, not an issue for us as this room was for sleeping only. The breakfast was excellent with lots of choice buffet style.   The bar down stairs next to reception was ok but prices were a bit steep.   Would definitely return but in a different room, top tip do not get a room next to the lifts.",,"<span class=""ui_bubble_rating bubble_40""></span>"
Hilton London Euston,"Good location, but error-prone rude staff","A very good location and a very neat, tidy and spacious hotel room.   However, I was very disappointed at how staff handle an error.  I had a booking made thorugh xpedia (hotels.com) for three nights:  Friday 8 November, checking out Monday 11 November.  On Sunday 10 November at 1pm, I had a member of the staff banging on the door, telling me that I was overdue to check out.    As the phone in my room did not work, I went downstairs to reception to find out what this was about, having double-checked my booking paperwork that clearly stated my correct check-out date of Monday.   While discussing with the receptionist, the same male staff member overheard, interrupted and  insisted that I was supposed to check out because I was ""on his list"".   He was horribly rude about it,",…,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
Hilton London Euston,,,,
DoubleTree by Hilton Hotel London - West End,very impressed as usual,"I am sorry I failed to remember to  review in my previousstays but really the staff deliver spectacular services with an outstanding performance that makes me feel unique every time I stayed. I always leave my hotel [I like to call it a memorable incident that I carry with me. Gloria in reception deserves a medal with her patiency with me, conceirge team with Yes I Can Attitude will assist without failure. As a hygyne critique myself and my expertise is in construction I have not faulted anything. in contrast other than dellicious food and spotless romm - what you anyone ask for more. keep ud the goodwork and see you soon.",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Very good stay,"We stayed in a standard room that was in a refurbished  part for the hotel (rooms towards the back). The room was of a good size relative to other London hotels and was in excellent condition having just been refurbished.   We had an excellent stay and for the price I would absolutely come back considering the location is very good. Staff we excellent, very friendly and accommodating, especially the staff at breakfast.   Agree with others the non refurbished parts of the hotel could do with being refreshed and wouldn’t want to be paying over £140 a night for this hotel.   Felt the need to post this review as there were so many negative ones which wasn’t my experience at all.",,"<span class=""ui_bubble_rating bubble_40""></span>"
DoubleTree by Hilton Hotel London - West End,agreat West End location ,"This Hilton Double Tree hotel is both great value and a great location. Our room was more than adequate, and freshly renovated. Spotlessly clean and quite large for a City location. The breakfast was excellent. Staff and food great. The bar area was lovely. A fabulous place to chill with a drink before or after supper. Again, service was very good. Overall a great hotel that we would definitely use again. Thank you. ",,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,Appalling Service from Check In Manager,"I reluctantly write this review as my dealings with this hotel have always been good, but the service I received from the Check In Manager last evening was cold, unhelpful, impersonal and no recognition for loyalty.   I have stayed with this hotel and DoubleTree in general many times both in the UK and abroad for both business and personal with my family and can honestly say that this disappointing experience is unique to what I usually enjoy with the Hilton group but find it disappointing nevertheless. I have another stay booked at this hotel at the end of this month and sincerely hope this experience is a one-off.",,"<span class=""ui_bubble_rating bubble_10""></span>"
DoubleTree by Hilton Hotel London - West End,Perfect hotel with a lot of smal restaurants around it,Outstanding Service and large rooms are key to come back again. The hotel is located in the heart of the city with a lot of bars and nice smal restaurants. I recommend the breakfast as it is from high quality. ,,"<span class=""ui_bubble_rating bubble_50""></span>"
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
DoubleTree by Hilton Hotel London - West End,,,,
Hilton London Croydon,Ruined London Trip,"To finish my travel book which encourages people to stay at upper end hotels, I set off on a giant trip, only staying at the best hotels I could find. The trip started in Asia and went through Europe, and then in Africa. The ONLY hotel that I got burned at was this hotel. Let me explain. I was in London for three art exhibitions. My last day I had the plan of getting up early to see the first which opened at 10am, and then going to the second with a pre-paid ticket. I went back to my room at ten and set my alarm for 6am. Soon there was a loud stereo playing. I called the front desk and they sent two employees to my room. They heard the noise, left, and then informed me that the noise was coming from 'our own function'. They then informed me that they would turn the sound down.",…,"<span class=""ui_bubble_rating bubble_10""></span>"
Hilton London Croydon,Under expectation,"A Hilton Hotel should have matresses for baby beds. It was inacceptable that you did not make us aware of this and I discovered only in the second night. Somebody brought me blankets to put under the linen. My 10 months baby slept on hard cardboard!!! Heating did not work, blowing just cold air!!! Only the name left of the prestigious hotel! Also there was no drink in the fridge and only one pair of sleepers. In other room were my parents stayed there were not enough towels and no sleepers. Nobody cleaned the garbage from the carpet. Also no dri ks in the fridge!!!",,"<span class=""ui_bubble_rating bubble_30""></span>"
Hilton London Croydon,Very pleased!,"I was treated to a two-night stay [Sunday and Monday night], and used the hotel as a base to meet friends in South and Central London with my partner. The breakfast served until 10 a.m. was extra but good value for £12 a head. It set us up for the day until dinner time in the evening. The hotel is located better for travellers by car than train. A 119 bus (10 minutes) goes to East Croydon station for trains to London Victoria and Gatwick Airport. This hotel is in need of refurbishment, particularly the air conditioning (lacking in the bathroom) which is noisy. The whole hotel will have a complete refit during November I was told. However, it was the level of overall customer service that stood out for me. Omar, Darek, June and Megan were all delightful and helped make our stay a",…,"<span class=""ui_bubble_rating bubble_50""></span>"
